amount,project,uuid,provider,currency,Legal entity,operation_type,date,buyer_country
595.79,projectA,110e0b0f-2bdd-4598-8f97-6f289177bce3,stripe,GBP,ninja corp,REFUND,10/15/2025,SS
983,projectB,2db21fff-be09-4e35-a31f-53f92caebda5,stripe,EUR,ninja corp,CHARGEBACK,10/2/2025,BM
931.68,projectB,d4542229-d306-458c-adac-d0ce55d460e4,stripe,EUR,ninja corp,VAT,10/23/2025,ML
206.24,projectB,a4ebe366-bbb2-4af1-9cee-305bbad01ba8,stripe,EUR,proto-m,VAT,10/28/2025,NC
14.27,projectB,eb1669b9-44fc-42fa-9e8f-35cb39572679,Nuvei,USD,metasa-m,CHARGEBACK,10/26/2025,AO
51.78,projectB,f7e5f177-5775-4c9b-ba8a-4b44aec1fbdd,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/4/2025,DO
339.54,projectB,24892bb2-bc41-4327-b010-2661f857bc22,Nuvei,GBP,ninja corp,CHARGEBACK,10/31/2025,SK
268.89,projectB,13c48ae4-8d78-40db-b47a-f2d5310ed76c,Nuvei,USD,ninja corp,CHARGEBACK,10/16/2025,DK
650.16,projectB,aa0e0531-9a3b-4383-a19a-55e42c073d65,stripe,EUR,proto-m,CAPTURE_FEE,10/12/2025,WF
12.58,projectA,1e73514f-1e23-4e8d-998b-da2e66bb545a,FS Acquiring,EUR,proto-m,CHARGEBACK,10/12/2025,ST
460.46,projectC,1ebb6ba1-d506-460a-93f1-6cdae3b3b1b3,FS Acquiring,USD,metasa-m,VAT,10/22/2025,PK
71.64,projectB,2463766e-30bc-4da8-8590-b5f7ed819017,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/13/2025,AS
412.17,projectB,25137ed2-150f-4645-bc3f-f9e92f4cd30c,Nuvei,USD,proto-m,REFUND,10/11/2025,BQ
961.19,projectB,c032d975-f126-4f81-9ebd-f37190d0076f,Nuvei,USD,metasa-m,CAPTURE_FEE,10/26/2025,TN
0.58,projectA,f3cc6487-6a04-4660-b35f-0bd9497a3b3e,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/22/2025,NC
282.55,projectB,521e8101-d303-413c-bf3d-e5753efa1fe0,Nuvei,USD,metasa-m,CAPTURE_FEE,10/30/2025,FR
704.08,projectB,9a2ff0c8-e954-4f77-b920-f5b3e0a33b67,stripe,GBP,proto-m,CAPTURE_FEE,10/12/2025,CG
113.27,projectB,580713c6-0158-4693-8efb-b9c986d5c520,FS Acquiring,USD,ninja corp,VAT,10/25/2025,AR
491.42,projectA,7b5404a6-41ff-486a-8054-52dde0022107,Nuvei,GBP,ninja corp,SALE,10/7/2025,TG
819.81,projectA,9427238b-b4c0-463d-9bd1-d624729e5b1f,stripe,USD,metasa-m,CAPTURE_FEE,10/12/2025,MW
789.81,projectC,6d0e91af-5a1f-41dc-be84-1f60e06307fc,Nuvei,GBP,ninja corp,CHARGEBACK,10/5/2025,TZ
627.86,projectB,3984d7e4-62ca-418a-aafd-bf2f05cdd44c,FS Acquiring,GBP,metasa-m,REFUND,10/14/2025,FR
884.48,projectA,c50ae03c-8b88-4dab-a2f4-ee141382a454,FS Acquiring,EUR,proto-m,REFUND,10/27/2025,TV
834.27,projectA,3b76b02a-c72d-4c3b-b399-badc1b8d1acf,stripe,EUR,ninja corp,SALE,10/7/2025,NO
15.17,projectC,f0125737-de03-4708-9d6b-9071bf9a164c,Nuvei,EUR,proto-m,SALE,10/20/2025,NA
449.32,projectB,a5225580-b232-4397-904b-e4c0792bbcb6,Nuvei,GBP,metasa-m,DISCOUNT_FEE,10/27/2025,VC
297.31,projectA,e2d98588-fa60-42d9-816f-11d54940631c,FS Acquiring,EUR,metasa-m,SALE,10/29/2025,AO
343.53,projectA,e8cba4e6-7f83-4b96-b719-a0b090e33dce,Nuvei,EUR,metasa-m,VAT,10/20/2025,LY
874.06,projectC,7206fab5-7469-46b9-b554-3a3af4008c3f,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/25/2025,SA
376.8,projectB,3f00f2ab-66c7-4506-8411-5c0e7261cb94,stripe,GBP,ninja corp,REFUND,10/16/2025,OM
104.19,projectC,ba18b087-bad3-43ab-8983-b6f5c58cd3cc,Nuvei,EUR,metasa-m,CHARGEBACK,10/21/2025,MM
94.59,projectB,61abfa16-c6a3-48c6-9a89-31dda2e182ce,Nuvei,EUR,metasa-m,CAPTURE_FEE,10/9/2025,LA
735.27,projectB,0bb461c5-dc7d-4f50-a10b-12aac3a02840,stripe,USD,proto-m,CHARGEBACK,10/5/2025,MK
430.3,projectA,8ba76ae6-9407-48dc-9861-158b0ff15840,FS Acquiring,GBP,metasa-m,CHARGEBACK,10/4/2025,UA
151.47,projectB,be405cbb-8063-4613-8a6c-893c6a38ac66,Nuvei,GBP,ninja corp,REFUND,10/7/2025,GW
641.51,projectB,a595e4b1-6fd2-4353-9f94-d94e92104f6e,stripe,GBP,metasa-m,SALE,10/15/2025,MH
558.61,projectB,e4f4971e-20e0-43c3-8126-ac2b2e22755e,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/21/2025,GT
77.76,projectC,1903cfb3-9e7d-4a16-8cbb-976ef2a48c76,FS Acquiring,EUR,ninja corp,DISCOUNT_FEE,10/24/2025,BM
665.79,projectB,b8a1665c-c702-443d-b671-251aebc126b9,FS Acquiring,USD,metasa-m,CAPTURE_FEE,10/13/2025,IS
541.58,projectC,61c85ea1-4f78-4d0b-ab94-70222cb6278b,stripe,EUR,metasa-m,CHARGEBACK,10/19/2025,NC
333.07,projectA,a106d80f-88bf-46ab-9cf1-00083b484fc5,stripe,USD,metasa-m,REFUND,10/21/2025,TF
812.93,projectB,088e2dc9-e485-4190-b626-b78ca1829715,stripe,USD,ninja corp,CHARGEBACK,10/30/2025,CA
781.21,projectA,7eb1e03b-873e-4a3d-b52d-a7439b8554b7,stripe,EUR,proto-m,REFUND,10/21/2025,VN
435.8,projectB,84dfa736-ba73-4594-b0c8-cee913b7d2d5,FS Acquiring,GBP,ninja corp,DISCOUNT_FEE,10/14/2025,MQ
899.14,projectC,9e17128e-08ac-490d-a80d-f8d37c3154d1,stripe,GBP,metasa-m,CHARGEBACK,10/29/2025,RU
957.95,projectC,412471e0-df9a-4588-ab2d-135a7b330246,FS Acquiring,GBP,metasa-m,DISCOUNT_FEE,10/22/2025,RS
963.66,projectA,f42bab01-739e-4555-9f9e-5371bed08e42,Nuvei,USD,metasa-m,SALE,10/29/2025,BZ
91.28,projectA,8b471af8-cf60-49ec-a8cc-74a978e9318b,Nuvei,USD,ninja corp,VAT,10/25/2025,GN
654.85,projectC,079f64bd-d80a-47f5-a25e-e45aa43744a9,stripe,GBP,metasa-m,DISCOUNT_FEE,10/8/2025,LS
125.81,projectB,15629740-4892-466c-85a8-dbfceb69f3b9,stripe,USD,metasa-m,CAPTURE_FEE,10/25/2025,GU
86,projectA,4ed9f71f-a338-404a-82cc-272e1a3baac8,FS Acquiring,USD,proto-m,CAPTURE_FEE,10/12/2025,SH
667.49,projectB,499e70c4-a2a3-4dcb-97d0-e305131d0c77,FS Acquiring,USD,ninja corp,CHARGEBACK,10/27/2025,SV
123.27,projectC,351e323d-6dcf-45c3-86c8-8272d5f757db,FS Acquiring,USD,ninja corp,SALE,10/10/2025,KG
978.65,projectB,6f3099cd-7c11-4b38-8aea-0c20f2977932,FS Acquiring,USD,ninja corp,REFUND,10/9/2025,LI
778.55,projectC,94545b57-70c3-4d34-a5c5-196e664af3e5,FS Acquiring,EUR,ninja corp,CAPTURE_FEE,10/16/2025,SC
69.52,projectA,057ed293-8c64-486e-91ec-08796eb06069,FS Acquiring,USD,metasa-m,CAPTURE_FEE,10/18/2025,NL
213.76,projectB,86bf3d6e-1389-4458-8da3-82c021ed5083,stripe,USD,ninja corp,REFUND,10/26/2025,PE
803.43,projectB,ad11795c-0efc-492c-b9f0-069f6081c1a7,FS Acquiring,USD,proto-m,VAT,10/3/2025,RU
822.14,projectA,339d5f04-1d1a-43b7-ab90-bef38bdcdcce,FS Acquiring,GBP,metasa-m,SALE,10/9/2025,FM
970.94,projectC,53bc97e7-dce9-4ba7-a32c-7582975dea21,stripe,USD,ninja corp,REFUND,10/7/2025,TZ
90.87,projectB,c9817ee6-a820-48d0-9dd1-af646dd39877,Nuvei,EUR,proto-m,REFUND,10/9/2025,TR
570.27,projectA,c4a4fabb-66d2-4a9d-8fbe-a38d979cb0b0,FS Acquiring,GBP,ninja corp,CHARGEBACK,10/28/2025,SX
616,projectA,97d73c27-7a3c-4e15-a3af-6a6815821982,stripe,USD,ninja corp,SALE,10/15/2025,LV
700.8,projectB,66e2ac8d-75f3-4fe6-bf06-842feaef80b3,FS Acquiring,GBP,metasa-m,REFUND,10/20/2025,TD
571.2,projectA,e7f162e9-945f-42e1-8edc-0e35676f4b0b,FS Acquiring,EUR,ninja corp,DISCOUNT_FEE,10/19/2025,TC
579.3,projectC,78a94291-7707-44da-b1ad-b7994db01950,Nuvei,EUR,proto-m,CHARGEBACK,10/18/2025,KN
75.61,projectA,887029d7-d93d-4f8e-9dd7-6d239b1c65cd,stripe,USD,ninja corp,REFUND,10/12/2025,VN
600.5,projectC,879f4583-9dac-466d-9087-d58b93f5d163,stripe,EUR,metasa-m,CAPTURE_FEE,10/3/2025,YT
392.24,projectB,ea37a4da-a364-4dab-8198-4d14ab435061,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/8/2025,TT
9.97,projectB,7ff74d98-d756-4bd4-8636-4285e4dd94ce,stripe,EUR,metasa-m,DISCOUNT_FEE,10/31/2025,SK
226.1,projectC,c1c3f998-3525-4318-aa5d-b4cb3e5aa564,Nuvei,GBP,ninja corp,VAT,10/27/2025,NI
757.2,projectC,63acc1a0-79e8-4e4b-acde-419df74c22e9,Nuvei,USD,proto-m,VAT,10/14/2025,EE
232.31,projectA,b94c1441-5a3d-4432-9af7-379db16c40e1,stripe,EUR,metasa-m,DISCOUNT_FEE,10/22/2025,MN
91.86,projectB,c84f0970-be3c-4029-9cb8-0e07510e6fbd,stripe,EUR,ninja corp,VAT,10/25/2025,IN
809.04,projectA,9a3b7e9c-58d6-42a0-91ae-de722d53eaf7,Nuvei,GBP,ninja corp,SALE,10/12/2025,TD
823.63,projectC,b5a6868e-e0b1-466d-8a33-1e1951deee36,stripe,USD,ninja corp,DISCOUNT_FEE,10/24/2025,MT
997.08,projectC,27584fb8-ee40-4c74-a7c7-e58de0a45028,FS Acquiring,GBP,ninja corp,CAPTURE_FEE,10/16/2025,ZW
348.6,projectC,21f0fbf5-64de-41d9-a188-80a6b57a8430,stripe,USD,proto-m,DISCOUNT_FEE,10/23/2025,SL
993.59,projectB,fcbcd511-1120-4391-94b5-0d1b28b45d16,FS Acquiring,USD,ninja corp,DISCOUNT_FEE,10/2/2025,MM
329.07,projectB,0e02a399-4158-4870-bfa2-f416c3c6da4e,Nuvei,USD,proto-m,CHARGEBACK,10/25/2025,NF
544.64,projectB,7c1d4633-bc2b-4199-8591-bb4431ff76dc,Nuvei,GBP,metasa-m,DISCOUNT_FEE,10/4/2025,BR
934.68,projectA,6ab17f1e-95f7-4900-88d6-802bba3aa0b1,Nuvei,EUR,proto-m,CAPTURE_FEE,10/1/2025,TG
43.01,projectB,f3c4f0b6-2478-4501-9fa5-73b9369c11d6,Nuvei,USD,ninja corp,SALE,10/23/2025,CA
491.78,projectA,46f0fd9d-8be4-4819-917a-10a645b7f844,Nuvei,EUR,metasa-m,CAPTURE_FEE,10/19/2025,VC
314.5,projectB,6f6f6707-899c-4d20-93ae-e368ce5be32e,Nuvei,GBP,proto-m,CAPTURE_FEE,10/10/2025,NG
646.28,projectC,a7f86e35-e7c0-4b29-9e48-24fe6e5d024a,Nuvei,USD,proto-m,DISCOUNT_FEE,10/28/2025,QA
415.21,projectC,e5652226-e8b6-4b11-b1ff-f774aa49d7e4,FS Acquiring,GBP,ninja corp,SALE,10/26/2025,CF
865.92,projectC,4214a88b-5f36-4977-bd14-89deefe9fe4a,stripe,EUR,metasa-m,CHARGEBACK,10/6/2025,FM
90.48,projectA,09cf1314-92f3-4026-8cb0-f2129d4da4f5,Nuvei,USD,ninja corp,VAT,10/27/2025,UA
848.01,projectC,c33c4e2c-fcc4-422d-8782-71a3fd200672,FS Acquiring,USD,metasa-m,REFUND,10/9/2025,AG
419.56,projectA,a570eb26-1bf3-4000-b560-df02834625b2,FS Acquiring,EUR,metasa-m,DISCOUNT_FEE,10/24/2025,UA
167.94,projectC,4023a820-61c7-4848-9790-54b244203433,stripe,GBP,metasa-m,SALE,10/29/2025,KG
998.3,projectA,223a8702-256f-4bda-8c47-adce12b338b9,FS Acquiring,USD,proto-m,DISCOUNT_FEE,10/15/2025,UY
874.46,projectC,fa8bd70b-044d-4cc3-959a-8a8b0e84b1fd,Nuvei,EUR,metasa-m,CHARGEBACK,10/17/2025,MZ
934.66,projectA,f41dd4ce-16fe-4615-bc62-6dae492db692,stripe,EUR,metasa-m,CHARGEBACK,10/6/2025,UY
692.03,projectB,40943a4a-33f2-4ae9-89df-fa2f2846d0f8,FS Acquiring,GBP,proto-m,VAT,10/31/2025,DK
587.41,projectB,4d78294f-0547-4b9d-bbc3-329a0edb077f,Nuvei,GBP,ninja corp,CHARGEBACK,10/2/2025,CW
487.61,projectC,b7611b61-8138-4eae-ac3e-974dfcf84bd7,stripe,EUR,metasa-m,CAPTURE_FEE,10/5/2025,NE
560.18,projectB,daa39545-8116-4bdc-9730-f2a3d560808b,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/9/2025,DJ
887.41,projectC,c4fabf7b-8953-4212-99f9-38cbfbd20c1f,Nuvei,USD,ninja corp,REFUND,10/4/2025,UZ
752.55,projectC,08acfc0a-9127-4a35-8350-845aa0e53402,stripe,EUR,ninja corp,CHARGEBACK,10/27/2025,SS
569.86,projectA,84f64277-0eb6-4c1c-bc16-38d725669259,stripe,GBP,ninja corp,REFUND,10/11/2025,SN
86.38,projectC,5bbcdb22-187d-4a65-9877-63fe71b8c5bc,Nuvei,USD,proto-m,SALE,10/5/2025,CA
110.56,projectA,d42c42be-33c9-46bb-a259-f04672d9c3d8,stripe,USD,proto-m,DISCOUNT_FEE,10/25/2025,ZW
796.14,projectC,c6c55abb-bbed-4d34-8ccc-4266f99c449f,FS Acquiring,GBP,metasa-m,REFUND,10/4/2025,ZW
532.9,projectB,e551a433-95e9-4a22-b311-e389c7461e76,stripe,EUR,proto-m,DISCOUNT_FEE,10/1/2025,FM
718.21,projectA,e59138b1-262f-4121-8b8f-fd114e1bda0c,Nuvei,EUR,proto-m,CHARGEBACK,10/26/2025,LR
364.9,projectC,09efa0ca-deb9-4ac6-bbba-b40ae7e1da9f,Nuvei,USD,proto-m,VAT,10/13/2025,AI
700.64,projectC,3d08b1f4-b5ae-4165-98e5-e5a886b7570c,FS Acquiring,EUR,metasa-m,VAT,10/11/2025,GR
647.95,projectA,16f5afd1-3fd2-432c-b0c9-aa17f5561d17,Nuvei,GBP,proto-m,CHARGEBACK,10/18/2025,TW
633.5,projectB,5f5465a7-c175-4946-b6be-b2369244d2ef,Nuvei,GBP,metasa-m,SALE,10/10/2025,KH
257.33,projectC,fb06cf99-c100-42d0-b4d3-28bcb69d4e99,Nuvei,GBP,metasa-m,CHARGEBACK,10/6/2025,BD
504.69,projectC,93f06e48-7ad8-482c-a86d-e85f5681428a,FS Acquiring,GBP,proto-m,REFUND,10/13/2025,LK
196.49,projectC,1effc017-d07c-4b39-a7a1-e1f02812bfdd,FS Acquiring,GBP,proto-m,SALE,10/17/2025,NC
74.25,projectC,a7670344-a825-4878-99b0-0a25eb022624,Nuvei,GBP,proto-m,REFUND,10/17/2025,AF
786.98,projectA,0e370c2e-50f1-45d7-93d5-13eda47a2f91,stripe,GBP,proto-m,SALE,10/9/2025,YE
218.13,projectB,51f18012-dbf7-42a0-b37f-fdebfb6f0ddd,FS Acquiring,GBP,metasa-m,REFUND,10/22/2025,VG
795.08,projectA,a4aeb0e9-fa9d-477c-a1c9-3ac1cdbdd7cb,FS Acquiring,EUR,ninja corp,DISCOUNT_FEE,10/29/2025,CG
684.16,projectB,cae0aed1-a3b9-4dcf-8daf-8bef9a126f4d,Nuvei,USD,proto-m,CAPTURE_FEE,10/16/2025,AZ
90.27,projectA,05d6da10-7410-4ae6-8d75-08c5447bdac8,FS Acquiring,GBP,ninja corp,DISCOUNT_FEE,10/18/2025,EH
429.74,projectB,3590bb18-f174-4f71-bc20-72c8074c6f46,FS Acquiring,USD,proto-m,REFUND,10/17/2025,KH
903.22,projectC,0561617b-162a-4d31-90d6-a8a46ead15af,FS Acquiring,USD,ninja corp,REFUND,10/1/2025,BE
338.89,projectC,ae527896-65f0-4570-8414-9be39b50b5be,FS Acquiring,USD,metasa-m,DISCOUNT_FEE,10/6/2025,LU
653.54,projectB,dcd765a8-e436-44bf-b12e-88d467b9be3c,FS Acquiring,EUR,metasa-m,SALE,10/27/2025,MY
60.16,projectA,3a866acc-ac90-4d84-99d8-10d04dafc019,Nuvei,USD,metasa-m,VAT,10/29/2025,ST
974.41,projectA,9ce40adb-5dce-44ca-925e-d3706d2b6ba2,FS Acquiring,EUR,ninja corp,CAPTURE_FEE,10/14/2025,GB
746.12,projectA,2d0d11bb-0450-4b10-ae92-941b0921c9fd,Nuvei,EUR,ninja corp,DISCOUNT_FEE,10/4/2025,AU
829.42,projectA,804cc4bb-b673-44d7-ae7e-80dba006fbe6,stripe,EUR,ninja corp,SALE,10/5/2025,NC
640.1,projectA,cf24d1b1-b07a-4afe-b836-8f5014b63ff7,stripe,USD,proto-m,CHARGEBACK,10/9/2025,WF
544.81,projectC,3dcdef8c-edf3-444e-be18-7dc780ead759,stripe,GBP,ninja corp,SALE,10/10/2025,AW
854.97,projectA,a7608aa4-16c9-46e5-8aa4-ebcca218b71e,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/6/2025,NF
980.04,projectA,ae08cbe5-fa8b-42fb-ba8e-a9b5dd503e03,Nuvei,USD,proto-m,REFUND,10/25/2025,GE
443.54,projectB,f70503c6-35d8-473c-9ce0-f12b74edde76,stripe,GBP,metasa-m,REFUND,10/11/2025,YE
754.2,projectC,7297e1b3-78fc-4eea-bb5d-d0d436c9755a,Nuvei,GBP,proto-m,CAPTURE_FEE,10/27/2025,WF
751.46,projectC,965eb081-12aa-4a69-8502-21a951050d99,Nuvei,EUR,ninja corp,DISCOUNT_FEE,10/15/2025,IE
79.01,projectC,f4437c8b-4b38-4358-a8da-748330bee6d7,stripe,USD,metasa-m,CAPTURE_FEE,10/29/2025,GA
718.67,projectA,ea62e11f-0aa5-4142-86c1-7aefe73dfa89,stripe,GBP,metasa-m,REFUND,10/30/2025,GS
349.01,projectB,23f27464-b1df-4053-a091-2df7d1859221,Nuvei,EUR,proto-m,CAPTURE_FEE,10/26/2025,ER
548.84,projectA,9ffccbf5-b1e5-4350-babc-9ae25f4bd4af,stripe,USD,metasa-m,DISCOUNT_FEE,10/3/2025,MY
211.97,projectA,f04438e1-94d3-408e-9a7c-fa7bc9d2c745,Nuvei,GBP,ninja corp,SALE,10/12/2025,LS
901.49,projectA,3cf95b02-942f-4b65-9faa-14ec5b3ec6ee,stripe,GBP,proto-m,CHARGEBACK,10/3/2025,GY
327.2,projectA,97e5b753-cf55-481f-9df4-736e55ad0720,FS Acquiring,GBP,metasa-m,SALE,10/10/2025,CV
730.75,projectB,e8a670b7-cb7b-4324-a04a-c160c568b613,stripe,USD,proto-m,REFUND,10/20/2025,KE
881.74,projectB,7ce7c1d4-4ac5-40b5-8a18-9104c92a5d0d,Nuvei,USD,ninja corp,CAPTURE_FEE,10/12/2025,TF
573.77,projectB,979b3b1c-121f-425c-aaae-d30cab15316d,FS Acquiring,GBP,ninja corp,SALE,10/3/2025,GD
717.1,projectA,6dea62a8-dbbc-4701-bc22-e3d764b7f68d,stripe,USD,ninja corp,DISCOUNT_FEE,10/1/2025,KN
793.18,projectB,2693ab22-ce6c-4f03-b41e-a775f5d548ff,stripe,EUR,proto-m,CHARGEBACK,10/24/2025,LI
533.2,projectB,25b52afd-9591-4003-a5b3-3e85f0d81e42,Nuvei,USD,ninja corp,VAT,10/11/2025,NF
219.71,projectB,ff62295b-8cbb-4875-bed2-bcd2a9b235fe,stripe,EUR,metasa-m,DISCOUNT_FEE,10/27/2025,WF
892.12,projectC,c8a55a78-0dc3-42ba-ac3e-0c866dc85b36,FS Acquiring,GBP,ninja corp,REFUND,10/30/2025,UA
146.3,projectB,9a9f031e-711d-4f35-8e07-8d4be037ee35,FS Acquiring,USD,ninja corp,VAT,10/5/2025,JE
656.28,projectC,c78d88d5-70ba-4209-a353-4fd741deeb20,stripe,EUR,metasa-m,CHARGEBACK,10/20/2025,CI
856.85,projectB,77c900bc-1132-4cbd-b3b6-791d2fb8a6a5,Nuvei,EUR,ninja corp,SALE,10/19/2025,SX
166.34,projectC,281ec6c6-bf89-4756-9222-a20fbc68114f,Nuvei,GBP,metasa-m,CAPTURE_FEE,10/13/2025,WF
653.87,projectC,809f4e79-27f3-4f34-bd95-e92b1acb6e7d,FS Acquiring,USD,proto-m,SALE,10/30/2025,GH
584.82,projectA,7537cf03-49a8-4e3d-8a09-da90e805f7c2,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/3/2025,NA
203.46,projectC,1edb7847-f98b-4f1d-b9d7-1a6224b95a9c,stripe,USD,metasa-m,SALE,10/20/2025,CX
456.42,projectA,7e6d863f-f392-4928-a2f4-5d1f86aa8a9a,FS Acquiring,GBP,proto-m,CHARGEBACK,10/20/2025,BQ
151.77,projectA,8583fb3e-92cf-4cf8-8115-d795335e6c24,FS Acquiring,EUR,metasa-m,SALE,10/5/2025,CF
330.74,projectB,9b1dcdba-6770-4eda-b398-f937423938c8,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/28/2025,BD
30.62,projectC,065f8eca-c9e6-4bb4-aeac-38d9c6084358,stripe,USD,ninja corp,REFUND,10/5/2025,CH
344.02,projectA,19acb30a-f86a-4ee5-8e00-ad4e1b38eb9b,FS Acquiring,EUR,metasa-m,REFUND,10/20/2025,BS
200.97,projectA,b8b6d725-8bb2-45ac-8a5d-76131a758d7f,Nuvei,GBP,ninja corp,CHARGEBACK,10/14/2025,NI
284.86,projectB,c76fb1e6-bb4a-47fb-b253-5799a721173d,stripe,EUR,proto-m,CAPTURE_FEE,10/24/2025,KG
414.63,projectB,68e717ea-ec5e-49bc-80aa-f8bef0f96bc6,Nuvei,EUR,ninja corp,VAT,10/21/2025,PH
154.85,projectC,6f6144bc-3247-4d74-9aec-10214c07bcaf,FS Acquiring,EUR,metasa-m,DISCOUNT_FEE,10/3/2025,TZ
697.31,projectC,b40ca8f9-1bbe-467e-9205-cf511b8f6273,FS Acquiring,GBP,proto-m,SALE,10/31/2025,TF
217.8,projectB,df2bda41-239d-471a-a600-049476877eb6,stripe,USD,metasa-m,CHARGEBACK,10/14/2025,NO
207.74,projectB,1b4ac2e6-1291-4626-9412-bac2ecda2e4b,Nuvei,EUR,proto-m,CHARGEBACK,10/16/2025,LT
184.34,projectA,6ccb4eca-75c6-4380-93c7-42f1781f4a0c,stripe,GBP,ninja corp,VAT,10/26/2025,SA
974.99,projectA,4d6faf06-31ab-41ff-a14b-6580fbf76176,FS Acquiring,EUR,ninja corp,CHARGEBACK,10/18/2025,BN
491.08,projectA,47971279-ef91-4ab7-8bfc-8424dac671b5,FS Acquiring,EUR,metasa-m,CHARGEBACK,10/19/2025,FI
865.44,projectC,470edb20-8db6-47a7-ad83-a9f62bcbb2e1,FS Acquiring,GBP,ninja corp,DISCOUNT_FEE,10/16/2025,CN
372.84,projectA,2bb75434-8216-4303-9c17-7d5f46ed7d90,stripe,USD,ninja corp,VAT,10/19/2025,SL
396.14,projectC,ffe2b287-9288-43ef-855b-882377f36716,Nuvei,EUR,proto-m,VAT,10/29/2025,CZ
749.41,projectB,8e5faf09-bea4-4041-8b78-06f25702adcc,FS Acquiring,EUR,metasa-m,VAT,10/28/2025,AE
656.14,projectB,efb36d0e-0199-42e2-8bae-b029de4f31ba,FS Acquiring,GBP,metasa-m,DISCOUNT_FEE,10/31/2025,LS
807.03,projectB,bfb0fc81-486a-49da-9949-eea4f25031d3,stripe,USD,ninja corp,CHARGEBACK,10/31/2025,IM
361.45,projectC,177ad312-b47f-447d-bb7e-51b188c9abd3,FS Acquiring,EUR,ninja corp,SALE,10/7/2025,IN
120.68,projectC,20ea1b60-b291-49c5-bf4d-31e61a4681e0,FS Acquiring,EUR,ninja corp,CHARGEBACK,10/12/2025,MX
995.56,projectC,e48c2f33-4874-4044-86dd-2f17bbb24724,stripe,EUR,metasa-m,REFUND,10/5/2025,SC
377.91,projectB,e4a853db-92da-451f-b037-6ab51ca89e24,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/30/2025,GL
747.56,projectA,62f38522-dea2-4b91-91a5-35ee7ebdd090,stripe,USD,proto-m,VAT,10/3/2025,BT
850.14,projectC,cf2b22a1-5bf3-43dd-badd-863565d402de,FS Acquiring,GBP,proto-m,SALE,10/25/2025,ER
230.4,projectC,bca83452-f2ae-4aa7-b3c5-45dca99e8068,FS Acquiring,GBP,metasa-m,CHARGEBACK,10/8/2025,NA
154.5,projectC,c21d646d-e181-4b22-bfb2-a3ef6b560b6d,stripe,USD,ninja corp,DISCOUNT_FEE,10/12/2025,HN
739.95,projectA,79a37fc8-fd3a-4724-a927-be1a037853b9,FS Acquiring,USD,proto-m,SALE,10/14/2025,KY
131.13,projectA,f14e18d1-ebdc-459a-b927-ba3a6612eee8,stripe,USD,ninja corp,VAT,10/5/2025,HR
858.62,projectA,6f51006c-64b8-4661-9ce4-511656c26b13,stripe,EUR,metasa-m,CHARGEBACK,10/23/2025,NL
145.95,projectC,bbbb1de1-8871-486f-acfb-6359cb7f8adf,Nuvei,USD,ninja corp,DISCOUNT_FEE,10/25/2025,LA
71.3,projectC,f716472b-65bf-4602-ad1f-a18444d28cd5,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/17/2025,CY
57.06,projectA,a8fd794b-2d97-483b-94b1-352ed2c6aff3,FS Acquiring,USD,proto-m,SALE,10/16/2025,FO
832.97,projectC,ecf3fd2b-6ab4-49aa-88b0-055e9cdde357,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/21/2025,TF
858.55,projectC,d82e4b72-9d2f-4d81-8918-cf71fa48cbab,stripe,USD,metasa-m,CAPTURE_FEE,10/18/2025,KI
946.63,projectB,93138ffb-73cf-49b4-8ab9-acb91ff38de3,Nuvei,EUR,metasa-m,SALE,10/14/2025,ER
216.17,projectC,0901711f-850e-46ba-9569-b3b63602cd16,FS Acquiring,USD,proto-m,REFUND,10/8/2025,GI
64.88,projectB,cf91c867-9a7a-4352-963f-0978dece97ab,Nuvei,EUR,ninja corp,VAT,10/30/2025,IM
214.37,projectC,5782f899-1663-4478-b432-689ad11f67b4,stripe,EUR,proto-m,CHARGEBACK,10/15/2025,MG
177.02,projectA,509b4f0d-6608-4c9a-9d7b-24ff2203a999,Nuvei,USD,ninja corp,CAPTURE_FEE,10/9/2025,SB
230.63,projectC,fc393d27-909b-44d0-8baa-ec81f0394744,stripe,USD,proto-m,DISCOUNT_FEE,10/7/2025,HU
465.13,projectB,5126473d-6925-494e-9004-2d32e3b07875,FS Acquiring,EUR,proto-m,CHARGEBACK,10/5/2025,FJ
940.86,projectB,992daa83-ca33-43c6-9e2d-c8b2ed0038d6,stripe,EUR,proto-m,SALE,10/21/2025,LV
639.02,projectC,0ed720b6-f893-46de-8a19-910d94818f1d,FS Acquiring,GBP,proto-m,SALE,10/13/2025,UA
502.83,projectB,40386f71-46d4-40fb-8d6b-289bf16defab,Nuvei,EUR,metasa-m,CAPTURE_FEE,10/22/2025,PM
